unique_well,treatment,mu,best.model,best.se,best.R2,nobs.exp
1_D11_25,6F_3,2.5729365548964593,gr.lagsat,0.2445915201884805,0.9808809648666151,6
1_D11_30,6F_3,2.8121481195435183,gr.sat,0.10522965264596496,0.9954044252861842,7
1_D11_36,6F_3,2.5712344675002425,gr.sat,0.0721371052723342,0.9965347610252984,7
1_D11_38,6F_3,1.9149672485435045,gr.sat,0.1343053635456054,0.981930588784611,5
1_D11_42,6F_3,-0.44663855093031674,gr,0.4459968536203506,0.20046047988944826,6
1_D12_12,blank_blank,-0.05108398008754655,gr,0.02478666668036635,0.24626749512599,15
1_D12_14,blank_blank,-0.03779065877713278,gr,0.020389995506270596,0.2225493181635969,14
1_D12_20,blank_blank,-0.0031630728696801632,gr,0.020663305769420343,0.0016709538718808759,16
1_D12_25,blank_blank,-0.008135789318439708,gr,0.04554272832908712,0.0031811017585264834,12
1_D12_30,blank_blank,-0.039845804865451424,gr,0.030314533432512607,0.14731647040243256,12
1_D12_36,blank_blank,0.031153203006142716,gr,0.044322912236679106,0.04707677937815946,12
1_D12_38,blank_blank,0.07215220622791593,gr,0.05777390101029268,0.1349242418923584,12
1_D12_42,blank_blank,-0.17839331628932642,gr,0.17628402042703042,0.2038333548278427,6
1_D1_12,blank_blank,-0.0555764258708665,gr,0.021925863498879424,0.3307566209628564,15
1_D1_14,blank_blank,-0.00353043564240877,gr,0.01737819037995875,0.003427481800203913,14
1_D1_20,blank_blank,-0.021543846534742655,gr,0.027985033151214478,0.040612602075085213,16
1_D1_25,blank_blank,0.03773576962274628,gr,0.04976482237474246,0.0543727721522973,12
1_D1_30,blank_blank,-0.052986412327447316,gr,0.04175211225583139,0.1387137851567457,12
1_D1_36,blank_blank,0.025912186371327868,gr,0.042060954619341624,0.03656554416604829,12
1_D1_38,blank_blank,-0.05641207257194827,gr,0.05265775002317177,0.10295208703300052,12
1_D1_42,blank_blank,-0.292732134552034,gr,0.07191846069781288,0.8055195162424742,6
1_D2_12,14C_6,1.2953144076878436,gr.lagsat,0.08057887633829668,0.99021721845444155,6
1_D2_14,14C_6,1.8669318919991396,gr.lagsat,0.31587606289667314,0.9662416499026462,4
1_D2_20,14C_6,2.3557779401737826,gr.lagsat,0.1632487357887042,0.9871038894979565,6
1_D2_25,14C_6,2.8948247504451174,gr.lagsat,0.25652480695220986,0.9904908395299076,5
1_D2_30,14C_6,2.3901747175553396,gr.sat,0.12234737152696469,0.9900644610717576,6
1_D2_36,14C_6,3.086491437853391,gr.sat,0.1626651323535197,0.990022428147361,5
1_D2_38,14C_6,1.6719385064584869,gr.sat,0.1326456785407225,0.9756963984671738,6
1_D2_42,14C_6,-1.2139653965150985,gr,0.43049573235092103,0.6653272314276684,6
1_D3_12,30C_3,0.7862786108715805,gr.lag,0.0661514648338199,0.9581005759362974,9
1_D3_14,30C_3,0.9766859136077206,gr.lagsat,0.05333999300022006,0.9883644932828224,8
1_D3_20,30C_3,1.84113647403818,gr.lagsat,0.2866267238115117,0.9688524479953081,7
1_D3_25,30C_3,2.4980892838457707,gr.lagsat,0.27107684266426574,0.9735221837194606,6
1_D3_30,30C_3,2.2771600427506717,gr.sat,0.1099165259603005,0.9910797337690145,8
1_D3_36,30C_3,2.4747967586836825,gr.sat,0.10614362871359989,0.9920538023324713,7
1_D3_38,30C_3,2.0012026341251885,gr.sat,0.11581189850088143,0.9895722027357988,5
1_D3_42,30C_3,-0.7625859046195933,gr,0.42768847952273575,0.44283746595730955,6
1_D4_12,48F_2,1.1777733175573308,gr.lagsat,0.1100824186151317,0.9801009353222503,6
1_D4_14,48F_2,1.1371212082323583,gr.lagsat,0.10433140074717587,0.9783058217560621,7
1_D4_20,48F_2,2.0189195395647856,gr.lagsat,0.18935918832799264,0.9884626448106053,6
1_D4_25,48F_2,2.623131205910949,gr.lagsat,0.2548411421989522,0.9802210603505063,6
1_D4_30,48F_2,2.304124186950472,gr.sat,0.09178411277892386,0.9919622929535971,8
1_D4_36,48F_2,2.376229588721459,gr.sat,0.1206239495778609,0.988824122618493,7
1_D4_38,48F_2,1.9082990700083702,gr.sat,0.19063197795709583,0.9671578963860608,5
1_D4_42,48F_2,-0.5468945093269054,gr,0.3840199586106851,0.33644622837994786,6
1_D5_12,14C_2,1.74568307784289,gr.lagsat,0.16427538236867956,0.9908532609370047,5
1_D5_14,14C_2,2.424744026435946,gr.lagsat,0.33741241041394915,0.9869445334957332,3
1_D5_20,14C_2,1.855186889080554,gr.sat,0.16438556779413735,0.9633429753656552,8
1_D5_25,14C_2,2.3081385320924848,gr.sat,0.13632473847796822,0.9849885805537522,7
1_D5_30,14C_2,2.3892721356278037,gr.sat,0.10592659093612636,0.9933623417272184,7
1_D5_36,14C_2,2.977598783112416,gr.sat,0.16561945161744046,0.9908170691085335,5
1_D5_38,14C_2,2.28607494144221,gr.sat,0.3084915408616314,0.9445296641811145,5
1_D5_42,14C_2,-1.0371268523284678,gr,0.3869550801579968,0.642333686768856,6
1_D6_12,14C_5,3.394591903455767,gr.lagsat,0.36905305526083854,0.9932808873518205,3
1_D6_14,14C_5,1.5252420411345948,gr.lagsat,0.18398042058767075,0.9772074454761183,6
1_D6_20,14C_5,1.8455656168708476,gr.sat,0.18149285451084587,0.95419572276224,8
1_D6_25,14C_5,2.357227434805521,gr.sat,0.11584847693559662,0.9888336604250979,7
1_D6_30,14C_5,2.7489577801554423,gr.sat,0.13106811730089746,0.9943775726606605,5
1_D6_36,14C_5,3.0117787539847636,gr.sat,0.12888366567142784,0.9948738726359079,5
1_D6_38,14C_5,2.0707754057283623,gr.sat,0.35481203608644285,0.8991575968449144,4
1_D6_42,14C_5,-1.156613004625298,gr,0.35596903241406463,0.7252232400842492,6
1_D7_12,6F_3,2.692159600740393,gr.lagsat,0.3403524516406245,0.9868206103641184,3
1_D7_14,6F_3,1.5418832918810659,gr.lagsat,0.11910282787142813,0.9875410553069608,6
1_D7_20,6F_3,1.9822611957343448,gr.lagsat,0.1748792086492089,0.9728150254737048,8
1_D7_25,6F_3,2.6621363676341687,gr.lagsat,0.27073894006290017,0.9764262601927014,6
1_D7_30,6F_3,2.621687272513505,gr.sat,0.05034388664753197,0.9983353026861548,7
1_D7_36,6F_3,2.4698553344472436,gr.sat,0.14438436533357846,0.9840566440941366,7
1_D7_38,6F_3,2.2526509853681795,gr.sat,0.3206808133970952,0.9349655815486678,4
1_D7_42,6F_3,-0.7943851166527456,gr,0.37107510666676924,0.533956008238677,6
1_D8_12,6F_1,1.4189724763502165,gr.lagsat,0.13672926481032474,0.9788169759327116,6
1_D8_14,6F_1,1.625893626671347,gr.lagsat,0.18413193461527286,0.9716802437641147,6
1_D8_20,6F_1,3.6462647335772367,gr.lagsat,0.3427129525228909,0.9881938854494903,4
1_D8_25,6F_1,2.1916648473616345,gr.sat,0.19070365742285816,0.9648313395425879,8
1_D8_30,6F_1,2.667684970012109,gr.sat,0.09030814838206035,0.9947594681284515,7
1_D8_36,6F_1,2.4967281418593883,gr.sat,0.11566490730531825,0.9902145148271427,7
1_D8_38,6F_1,1.876224432797986,gr.sat,0.29442933917594044,0.9067430349115941,5
1_D8_42,6F_1,-0.415262253231092,gr,0.4262841998818072,0.19174885439266343,6
1_D9_12,30C_1,0.7625262325255635,gr.lag,0.05940769579861388,0.9675868529985047,10
1_D9_14,30C_1,1.0847201602210776,gr.lagsat,0.08148498728377664,0.9854304712981823,7
1_D9_20,30C_1,2.194225933654155,gr.lagsat,0.30367191265342586,0.967764639791394,6
1_D9_25,30C_1,2.9281782848094737,gr.lagsat,0.31674257381709,0.9795036633210559,6
1_D9_30,30C_1,2.477727341777882,gr.sat,0.08349752749167468,0.9947704956970954,7
1_D9_36,30C_1,2.3058340317410724,gr.sat,0.08932577782544429,0.9932088216887422,7
1_D9_38,30C_1,2.0916338804916994,gr.sat,0.3891493195063697,0.8766815945834787,4
1_D9_42,30C_1,-0.6136534410066358,gr,0.6047167875445758,0.20473578070842968,6
1_E10_12,48F_8,1.0332882719145464,gr.lagsat,0.10316072790904138,0.973332877069362,7
1_E10_14,48F_8,1.5437926080871642,gr.lagsat,0.10636819781221987,0.9900014141953031,6
1_E10_20,48F_8,2.2612278608909215,gr.lagsat,0.28243985399477656,0.9751835374337061,7
1_E10_25,48F_8,2.8348510634741912,gr.lagsat,0.24885018858369454,0.9814895154091838,6
1_E10_30,48F_8,2.6871663257527554,gr.lagsat,0.09546026580296106,0.9963995354148988,6
1_E10_36,48F_8,2.3418129566485573,gr.sat,0.09701466510648789,0.9924982012632338,7
1_E10_38,48F_8,2.0877513915530614,gr.sat,0.31914861540904294,0.9210453643690255,4
1_E10_42,48F_8,-0.3807130430600477,gr,0.48116926593497955,0.13532894127282513,6
1_E11_12,14C_8,2.3636286227176853,gr.lagsat,0.1846826265149487,0.9950225193648464,3
1_E11_14,14C_8,1.7125563249235745,gr.lagsat,0.24049960306017384,0.979393673331397,5
1_E11_20,14C_8,2.9644494294692,gr.lagsat,0.3837898704083965,0.9780578787457751,4
1_E11_25,14C_8,3.254720066730027,gr.lagsat,0.12292656655191753,0.9981001752396793,5
1_E11_30,14C_8,2.5407786971409343,gr.sat,0.10912083089187583,0.9930269375765294,6
1_E11_36,14C_8,2.4911853780038453,gr.sat,0.10698683470988078,0.993030580143512,6
1_E11_38,14C_8,1.8430659249219612,gr.sat,0.299665667546373,0.9135040945320282,4
1_E11_42,14C_8,-0.8590805693403706,gr,0.48846275580385223,0.4360778591232326,6
1_E12_12,blank_blank,-0.019970743422139742,gr,0.019624710198615992,0.07378222041633409,15
1_E12_14,blank_blank,-0.04438921735775751,gr,0.01786579953328984,0.33968686449097907,14
1_E12_20,blank_blank,-0.05207489130367532,gr,0.02806144691269814,0.19742210621971823,16
1_E12_25,blank_blank,-0.021051285558373704,gr,0.06354992661314045,0.01085394363626202,12
1_E12_30,blank_blank,0.0048511632262618455,gr,0.04618235630211877,0.0011022006332016554,12
1_E12_36,blank_blank,-0.0011433051819208797,gr,0.027572231392385696,1.7191186345710818e-4,12
1_E12_38,blank_blank,-0.10041435560688364,gr,0.0376769290508675,0.41530658609995696,12
1_E12_42,blank_blank,0.04727740155359323,gr,0.18295046863941278,0.016420620691301346,6
1_E1_12,blank_blank,-0.04035911813924382,gr,0.02073741579125824,0.2256229150872222,15
1_E1_14,blank_blank,-0.0189595143905077,gr,0.02101477160142673,0.06352162200885492,14
1_E1_20,blank_blank,-0.006585353891042317,gr,0.02609752418212447,0.00452752482509744,16
1_E1_25,blank_blank,0.0014698780298345218,gr,0.047472184350991764,9.586112737813846e-5,12
1_E1_30,blank_blank,-0.1335195440301778,gr,0.020835666781989923,0.8041722594204453,12
1_E1_36,blank_blank,-0.04306105254657824,gr,0.05798285382626042,0.052270255132699894,12
1_E1_38,blank_blank,-0.06455568270669773,gr,0.04880995784659824,0.1488819044861427,12
1_E1_42,blank_blank,-0.09094236583446058,gr,0.12274703650921881,0.12067074537844524,6
1_E2_12,14C_4,1.4796403362381452,gr.lagsat,0.15123854581049945,0.9910812318698141,5
1_E2_14,14C_4,1.7244927945078725,gr.lagsat,0.15229576414862672,0.9837151214894353,5
1_E2_20,14C_4,1.9462288586131788,gr.sat,0.1640821349644872,0.9648260991975364,8
1_E2_25,14C_4,2.228142596537754,gr.sat,0.11033871141711768,0.98915228206711725,7
1_E2_30,14C_4,2.451051451329248,gr.sat,0.1276698429227841,0.9899665670849019,6
1_E2_36,14C_4,2.944126103449837,gr.sat,0.14802763464142007,0.9915270882957417,5
1_E2_38,14C_4,2.0288432569942367,gr.sat,0.13364466080156664,0.9877540914438327,5
1_E2_42,14C_4,-1.0283044409506479,gr,0.4153712187669438,0.6050838295217603,6
1_E3_12,6F_2,1.2146623697539431,gr.lagsat,0.10206303449120062,0.9827448526653444,6
1_E3_14,6F_2,1.5573565225114767,gr.lagsat,0.12706611199407972,0.9857237223045624,6
1_E3_20,6F_2,2.369510578252583,gr.lagsat,0.2597852366017016,0.9726839397215756,6
1_E3_25,6F_2,2.6480400044151917,gr.lagsat,0.3122918990310226,0.9801233463118687,6
1_E3_30,6F_2,2.3614879990299524,gr.sat,0.07733089747484638,0.9944237706118528,8
1_E3_36,6F_2,2.429202610922985,gr.sat,0.1411268525322595,0.9844080774536845,7
1_E3_38,6F_2,1.9276702883349952,gr.sat,0.17882512805081244,0.973648884059703,5
1_E3_42,6F_2,-0.4827038508116851,gr,0.33146852533201954,0.34647877766802937,6
1_E4_12,6F_8,1.7114369071784596,gr.lagsat,0.27091188588417975,0.9815006208268527,4
1_E4_14,6F_8,1.465293572922412,gr.lagsat,0.19110909783169158,0.9667960974369239,6
1_E4_20,6F_8,2.632842006341216,gr.lagsat,0.20591001078411184,0.9870856266873185,6
1_E4_25,6F_8,2.4715534996718547,gr.lagsat,0.18770986544844107,0.9885740611809315,6
1_E4_30,6F_8,2.471183690028317,gr.sat,0.09302105637592724,0.9946493740701153,8
1_E4_36,6F_8,2.4034550340205962,gr.sat,0.14733676874415455,0.9832266306902634,7
1_E4_38,6F_8,1.8228137336980836,gr.sat,0.18843086722815583,0.9644447959744923,5
1_E4_42,6F_8,-0.32668621334980613,gr,0.27984495500043743,0.2541185921712248,6
1_E5_12,30C_7,0.7531656682303587,gr.lag,0.0680740790748441,0.9498845689597474,10
1_E5_14,30C_7,1.023959986191938,gr.lagsat,0.08215092516898022,0.979848570343241,8
1_E5_20,30C_7,2.0352296988732963,gr.lagsat,0.24503735148731404,0.9765769721338147,7
1_E5_25,30C_7,2.697393075679389,gr.lagsat,0.36588719132096015,0.9706068905563642,6
1_E5_30,30C_7,2.4488809516550742,gr.sat,0.0851697643694619,0.99467344584219,7
1_E5_36,30C_7,2.2553712118783578,gr.sat,0.11653603259782756,0.9876772997936553,7
1_E5_38,30C_7,2.220942919797864,gr.sat,0.2178490441419748,0.9646599962712548,4
1_E5_42,30C_7,-0.8247594554785909,gr,0.36305216665624174,0.5633566354975903,6
1_E6_12,48F_3,0.8485384859252502,gr.lag,0.06467403610559481,0.9686349686605777,10
1_E6_14,48F_3,1.7040833226623215,gr.lagsat,0.1367662883920601,0.9896500587807385,5
1_E6_20,48F_3,2.1752273232323494,gr.lagsat,0.3011258408402667,0.9723334837817078,6
1_E6_25,48F_3,2.757343563657475,gr.lagsat,0.2266067126647108,0.9846562735795152,6
1_E6_30,48F_3,2.565099862972637,gr.lagsat,0.1018595757580002,0.9958257123635651,6
1_E6_36,48F_3,2.386233742829727,gr.sat,0.10003417678684942,0.992054158164649,7
1_E6_38,48F_3,2.432619414069472,gr.sat,0.7237607166890194,0.8039702169069471,4
1_E6_42,48F_3,-0.7214246639572108,gr,0.41675863757665527,0.42828470896570947,6
1_E7_12,30C_4,0.8054939577668162,gr.lag,0.062164282698422335,0.9660850795827373,9
1_E7_14,30C_4,0.856970129129438,gr.lag,0.05671400429344911,0.9707904386383929,10
1_E7_20,30C_4,2.183472252410873,gr.lagsat,0.30648835727473034,0.96869583640001,6
1_E7_25,30C_4,2.7801190591015663,gr.lagsat,0.3531019161239434,0.9740935922869575,6
1_E7_30,30C_4,2.355062218535287,gr.sat,0.09917357543754234,0.992424508124329,7
1_E7_36,30C_4,2.3900749850586926,gr.sat,0.09509447619914868,0.9932293214678241,7
1_E7_38,30C_4,2.2625692949184177,gr.sat,0.43121574281209774,0.8810445230892309,4
1_E7_42,30C_4,-0.7302290120185516,gr,0.43668258895382117,0.41144594082532526,6
1_E8_12,48F_4,1.2838351213575105,gr.lagsat,0.13042519556620552,0.977496024187019,6
1_E8_14,48F_4,1.7428232721931909,gr.lagsat,0.14026923287530133,0.9899379030770235,5
1_E8_20,48F_4,2.267553718198651,gr.lagsat,0.3055512272678053,0.9691088569750854,6
1_E8_25,48F_4,3.016178850131993,gr.lagsat,0.3659275292845839,0.9750561424175891,6
1_E8_30,48F_4,2.38724460745969,gr.sat,0.08757199432054207,0.9944919191540135,7
1_E8_36,48F_4,2.5432665798469545,gr.sat,0.09848860062211166,0.9932777619365779,7
1_E8_38,48F_4,2.7047977640568175,gr.sat,0.6179298646467376,0.8717721557400885,3
1_E8_42,48F_4,-0.5087768108102416,gr,0.4525289415978948,0.24012780860447547,6
1_E9_12,6F_8,1.206604690222995,gr.lagsat,0.08624184544614924,0.9876641051231921,6
1_E9_14,6F_8,1.9432968958421346,gr.lagsat,0.21241525773788997,0.9790313592685274,5
1_E9_20,6F_8,3.0980304223119615,gr.lagsat,0.3814061046489326,0.9743929018864818,6
1_E9_25,6F_8,2.819339066580887,gr.lagsat,0.1858999104500771,0.9899471834853731,6
1_E9_30,6F_8,2.5506525731231573,gr.sat,0.07977405245885807,0.9955290215261272,7
1_E9_36,6F_8,2.4630835954063732,gr.sat,0.14532223380250753,0.9850557176466098,7
1_E9_38,6F_8,2.075656408950578,gr.sat,0.3875058530413673,0.9118349920418196,5
1_E9_42,6F_8,-0.6091485872220258,gr,0.44459483820067286,0.31940735397773423,6
1_F10_12,48F_4,1.141713563483038,gr.lagsat,0.10044088203207703,0.9810264545005185,6
1_F10_14,48F_4,1.4599070049066558,gr.lagsat,0.08832990964224856,0.9926389081738076,6
1_F10_20,48F_4,2.4626718375977,gr.lagsat,0.27863565016840003,0.9754973807255802,6
1_F10_25,48F_4,2.729812037987562,gr.lagsat,0.2808573722505693,0.9755451134155294,6
1_F10_30,48F_4,2.4291206528997056,gr.sat,0.10450725045059582,0.9922089134738467,7
1_F10_36,48F_4,2.3627013367717136,gr.sat,0.10805848365101846,0.9912221494065193,7
1_F10_38,48F_4,2.0861471969983163,gr.sat,0.2604058648185762,0.9546429741335478,5
1_F10_42,48F_4,-0.32066221225822966,gr,0.45189261798130653,0.11180778552637693,6
1_F11_12,blank_blank,-0.024982850691148303,gr,0.02131576807660619,0.0955684144471004,15
1_F11_14,blank_blank,-0.028030836678928518,gr,0.02701867184279218,0.08231109232004341,14
1_F11_20,blank_blank,-0.0741627001160267,gr,0.02184683821649284,0.45149128852360065,16
1_F11_25,blank_blank,-0.07909814026221412,gr,0.07000342169333378,0.1132169362982891,12
1_F11_30,blank_blank,-0.09103125267760556,gr,0.05196812680316312,0.23479329026544604,12
1_F11_36,blank_blank,-0.08275786894896003,gr,0.05088004082562109,0.2092109237109654,12
1_F11_38,blank_blank,-0.16624920545120275,gr,0.05404903037539262,0.4861554144293633,12
1_F11_42,blank_blank,-0.22843696731086988,gr,0.17060023072848854,0.3095081596483946,6
1_F12_12,blank_blank,-0.011992181628896637,gr,0.014851200545567505,0.04776125872670789,15
1_F12_14,blank_blank,-0.010093917171572786,gr,0.02760510486383165,0.011019130229705909,14
1_F12_20,blank_blank,-0.01264073439506091,gr,0.02297905231494512,0.02115753895014527,16
1_F12_25,blank_blank,-0.007222758579843014,gr,0.03816910402319586,0.0035680416462032793,12
1_F12_30,blank_blank,-0.07488932951490954,gr,0.03331990601555165,0.3356205475665267,12
1_F12_36,blank_blank,-0.4753653706912532,gr.flr,0.31707669604571,0.4930339400403151,4
1_F12_38,blank_blank,-0.04232374930746518,gr,0.027770140900286195,0.1884962205774946,12
1_F12_42,blank_blank,-0.2151945770297823,gr,0.1058496441593127,0.5081871741211945,6
1_F1_12,blank_blank,-0.03245740207260826,gr,0.028227986912792186,0.09231253585342691,15
1_F1_14,blank_blank,-0.016666422575429878,gr,0.02462662115795513,0.036764311591903076,14
1_F1_20,blank_blank,-0.22468119400207484,gr.flr,0.17966217324328215,0.34607859969441734,4
1_F1_25,blank_blank,-0.06804647964822655,gr,0.04294979068747683,0.20064521233429233,12
1_F1_30,blank_blank,-0.041388066915625805,gr,0.08069612468764849,0.02563116302772539,12
1_F1_36,blank_blank,-0.0833932226333773,gr,0.030568173777142375,0.4266897628624069,12
1_F1_38,blank_blank,-0.02348304839636865,gr,0.0481870263957309,0.023198244624795028,12
1_F1_42,blank_blank,-0.2519969807455446,gr,0.08726219311404404,0.6758369569435579,6
1_F2_12,30C_4,0.7756753898251879,gr.lag,0.059816775913941564,0.9667431512588387,9
1_F2_14,30C_4,1.0033010306490087,gr.lagsat,0.06571215476121135,0.9862032696679178,7
1_F2_20,30C_4,2.1167727000647405,gr.lagsat,0.27102897178493907,0.9767953095799542,6
1_F2_25,30C_4,2.5417810374100287,gr.lagsat,0.2157116221599953,0.9839954250045303,6
1_F2_30,30C_4,2.787700986735173,gr.lagsat,0.16889288920299575,0.994245902607971,6
1_F2_36,30C_4,2.2932252945787472,gr.sat,0.08867775522786991,0.9932326630457781,7
1_F2_38,30C_4,1.5373276323412464,gr.sat,0.12251045444652427,0.970836331178785,7
1_F2_42,30C_4,-0.6377377114461414,gr,0.40479160956573584,0.3829170746120647,6
1_F3_12,6F_2,0.8167221465702721,gr.lag,0.05616496405964464,0.9677632546693644,10
1_F3_14,6F_2,1.5714481961751576,gr.lagsat,0.10166310673332662,0.990999908020906,6
1_F3_20,6F_2,2.57473179889116,gr.lagsat,0.2590614292690178,0.9779194531516995,6
1_F3_25,6F_2,2.4881856007150147,gr.lagsat,0.21073719908191144,0.9855406941595095,6
1_F3_30,6F_2,2.486568278466169,gr.sat,0.0843203233279305,0.9955134982812363,8
1_F3_36,6F_2,2.3553966213139885,gr.sat,0.12847526506910642,0.9860470757564721,7
1_F3_38,6F_2,2.1247225143658306,gr.sat,0.10832173596901445,0.9916000450488799,5
1_F3_42,6F_2,-0.5539966768343653,gr,0.3889643714322598,0.3364951375778431,6
1_F4_12,30C_2,0.7742680548396291,gr.lag,0.06638374391693748,0.9577815699173521,9
1_F4_14,30C_2,0.8406703169104144,gr.lagsat,0.04472376744402326,0.9888786680568509,10
1_F4_20,30C_2,1.699928479548429,gr.lagsat,0.15875576392526083,0.9755954156327188,8
1_F4_25,30C_2,2.557576136519865,gr.lagsat,0.264225203037968,0.9753718199069097,6
1_F4_30,30C_2,2.329436422034146,gr.sat,0.08483400355341403,0.9944843751617207,7
1_F4_36,30C_2,2.120061257332972,gr.sat,0.13178971842926943,0.982172518451071,7
1_F4_38,30C_2,2.5578596549668915,gr.sat,0.2756071279632289,0.9636648582256887,5
1_F4_42,30C_2,-0.7493754413292457,gr,0.4438971000946073,0.4160524848277324,6
1_F5_12,6F_4,1.2072221538215588,gr.lagsat,0.10871782853713013,0.9825118583221601,6
1_F5_14,6F_4,1.32189449501405,gr.lagsat,0.12502684680902068,0.9763292791373299,7
1_F5_20,6F_4,2.255989693329578,gr.lagsat,0.18654702901182693,0.9849526817871856,6
1_F5_25,6F_4,2.7651630180190643,gr.lagsat,0.3400610983093237,0.9782842465498851,6
1_F5_30,6F_4,2.5300671828616177,gr.sat,0.06517113343088016,0.9971774562390009,7
1_F5_36,6F_4,2.407630938080284,gr.sat,0.16458932421249314,0.9781319542311152,7
1_F5_38,6F_4,2.10249397826429,gr.sat,0.33035436444742117,0.9256877598288799,5
1_F5_42,6F_4,-0.5564485126259899,gr,0.3913876213920068,0.3356942077939774,6
1_F6_12,6F_6,1.2082641941261882,gr.lagsat,0.1378562842447296,0.9738846118313423,6
1_F6_14,6F_6,1.4616377288939495,gr.lagsat,0.19314388160535062,0.9658827235160898,6
1_F6_20,6F_6,2.425812225580395,gr.lagsat,0.20235787376749959,0.9838261065851485,6
1_F6_25,6F_6,2.2901883843995345,gr.sat,0.22124242087323934,0.9556201319324367,8
1_F6_30,6F_6,2.5918897803543604,gr.sat,0.05047220214740918,0.9982901385473715,7
1_F6_36,6F_6,2.4066962757999137,gr.sat,0.1494898825931469,0.9823654619174298,7
1_F6_38,6F_6,2.2339013634549585,gr.sat,0.17343226098386588,0.9812672678202295,5
1_F6_42,6F_6,-0.5941513610290373,gr,0.40388039196475944,0.35108720409497285,6
1_F7_12,14C_7,2.3303829563511025,gr.lagsat,0.1588719606937751,0.9962138090800744,3
1_F7_14,14C_7,1.960902446527733,gr.lagsat,0.1734793276959599,0.9885513452385754,4
1_F7_20,14C_7,2.3899058041969434,gr.lagsat,0.1798972059084118,0.984706297650394,6
1_F7_25,14C_7,2.352494990518462,gr.sat,0.18134866979561395,0.9732994245186,7
1_F7_30,14C_7,2.4164397232393817,gr.sat,0.08749938749457442,0.9954626221863566,7
1_F7_36,14C_7,2.96837117026879,gr.sat,0.16613087328791884,0.9905001909802311,5
1_F7_38,14C_7,2.191252574007582,gr.sat,0.32040145628039685,0.9282571236586845,4
1_F7_42,14C_7,-1.2332185805283347,gr,0.47750819760594226,0.6251131694995096,6
1_F8_12,30C_8,1.1154497317918186,gr.lagsat,0.11196190152656414,0.9749052945029177,6
1_F8_14,30C_8,0.8380445622381656,gr.lag,0.05805425435133326,0.9682617702444851,10
1_F8_20,30C_8,2.0978160780569657,gr.lagsat,0.24403651802227,0.9806017815737258,6
1_F8_25,30C_8,2.646094114404917,gr.lagsat,0.29113588433951626,0.9718600567688025,6
1_F8_30,30C_8,2.314292902278735,gr.sat,0.1295716588629275,0.9873775150299594,8
1_F8_36,30C_8,2.234484199442522,gr.sat,0.0986800767730566,0.9914549218993353,7
1_F8_38,30C_8,2.014762511677917,gr.sat,0.34282796167306206,0.9064733804516462,4
1_F8_42,30C_8,-0.776302866623889,gr,0.5008946752419853,0.3751933875005433,6
1_F9_12,30C_5,0.7270011529392588,gr.lag,0.049285585054863947,0.9718380650065616,10
1_F9_14,30C_5,1.1933772452064426,gr.lagsat,0.06588310585622283,0.9948057220009772,6
1_F9_20,30C_5,1.8261949561124504,gr.lagsat,0.12265247873871106,0.9847591573611788,9
1_F9_25,30C_5,3.128120427625251,gr.lagsat,0.3978165792405502,0.9687812578538162,5
1_F9_30,30C_5,2.367786570935566,gr.sat,0.1030338902386866,0.9913455803788663,7
1_F9_36,30C_5,2.370003895067045,gr.sat,0.10533948139847188,0.9910314002443656,7
1_F9_38,30C_5,2.015380523589606,gr.sat,0.30499866616131455,0.9111969159673359,4
1_F9_42,30C_5,-0.7339956026904502,gr,0.5498168541024149,0.30821902475819596,6
1_G10_12,48F_2,0.8798963331569439,gr.lag,0.07218026323938471,0.9601586476348923,9
1_G10_14,48F_2,1.3081470346969744,gr.lagsat,0.11253152851034459,0.9843386312787367,6
1_G10_20,48F_2,2.3282384990884495,gr.lagsat,0.22795012310334423,0.9841586526052191,6
1_G10_25,48F_2,2.649971647352418,gr.lagsat,0.23808121818259734,0.9842800829817373,6
1_G10_30,48F_2,2.554106807685921,gr.sat,0.12507024363013947,0.9894480212830066,7
1_G10_36,48F_2,2.4179828682828686,gr.sat,0.05684787255152539,0.9977808700762035,8
1_G10_38,48F_2,1.9735031096249551,gr.sat,0.20201694019972377,0.9555509333032631,5
1_G10_42,48F_2,-0.20982990605785842,gr,0.53988649963656965,0.03638911898979158,6
1_G11_12,6F_5,1.1572868316766685,gr.lagsat,0.11182072058178642,0.977454794950811,6
1_G11_14,6F_5,1.5447718463069917,gr.lagsat,0.1436580530359292,0.9823649961800488,6
1_G11_20,6F_5,2.5699777564152133,gr.lagsat,0.2531425241190324,0.9810093214636102,6
1_G11_25,6F_5,2.7058554708503793,gr.lagsat,0.28367167669140714,0.9762698590990198,6
1_G11_30,6F_5,2.681891373415785,gr.sat,0.10232442145153377,0.9952996752046218,7
1_G11_36,6F_5,2.6272488487735735,gr.sat,0.07680577182417954,0.9961637346365807,7
1_G11_38,6F_5,1.7914990124825485,gr.sat,0.16663674801619502,0.971438928574671,5
1_G11_42,6F_5,-0.4539450090388544,gr,0.5896790970774027,0.12903712464970152,6
1_G12_12,blank_blank,-0.07036526201696094,gr,0.01997256418537003,0.4884348053483829,15
1_G12_14,blank_blank,-0.026951380949443313,gr,0.021838031150656582,0.1126310344545679,14
1_G12_20,blank_blank,-0.05971346445862281,gr,0.017503073183769306,0.4539570065097236,16
1_G12_25,blank_blank,-0.12001850828060406,gr,0.040936820225482444,0.4622338232428669,12
