mu,se,unique_well
0.8817398688005068,0.10010523529546113,1_E3_14
0.880044132995503,0.09597388993912995,1_F3_14
0.8197276919460081,0.09149405215190302,1_G3_14
1.2546300389204537,0.12109306781683801,1_C3_20
1.2135486762086627,0.12377285099616404,1_D3_20
1.5975758071502404,0.14191803131418304,1_E3_20
1.430405342510643,0.1586547721088363,1_F3_20
1.4583529097519226,0.14421659157199385,1_G3_20
1.9124928469391824,0.21977634665075932,1_C3_25
1.9613041048214277,0.21802240300981066,1_D3_25
2.165161923718951,0.18481104184618316,1_E3_25
2.1405610662714483,0.16429869216314796,1_F3_25
2.1530324636192177,0.176131143299836,1_G3_25
2.2314917524407205,0.125444337238197,1_C3_30
2.2771600460340045,0.1099165294683466,1_D3_30
2.3614879974507224,0.07733089803850589,1_E3_30
2.486568278232636,0.08432032203251956,1_F3_30
2.565847407348191,0.07204865932276133,1_G3_30
2.628860043526444,0.1343949360364216,1_C3_36
2.474796762074311,0.10614363108149209,1_D3_36
2.4292026134611855,0.1411268568274415,1_E3_36
2.355396612846406,0.12847526395997919,1_F3_36
2.7276918774403534,0.12732320166997352,1_G3_36
1.6121295186752376,0.13704721401731484,1_C3_38
2.0012026403994545,0.11581189887169907,1_D3_38
1.9276702736541727,0.1788251286894531,1_E3_38
2.124722508997903,0.1083217355104361,1_F3_38
1.9739517473244468,0.12218450402757995,1_G3_38
0.58195621723607,0.0817245227917961,2_D3_12
0.5818061742143272,0.052210627864738415,2_E3_12
0.5660360232793931,0.07415496496499212,2_F3_12
0.7767876611870451,0.10347662769212947,2_G3_12
0.6595209756829302,0.07201249804461493,2_D3_14
0.8268475950405729,0.10346897425133285,2_E3_14
0.7613285873930888,0.08407249266365369,2_F3_14
0.9658201485475857,0.1032507104615009,2_G3_14
1.258478058161091,0.1157004512362564,2_D3_20
1.3032313758140441,0.11745212482512712,2_E3_20
1.2730027783576736,0.1368366572875187,2_F3_20
1.6677903929412807,0.12005098665862186,2_G3_20
2.0615534632011894,0.21954088803477256,2_D3_25
2.169229409505872,0.17117931942726197,2_E3_25
2.176739340365019,0.15940264862407685,2_F3_25
2.0229227556912,0.0785389543595889,2_G3_25
2.353837660682175,0.10826916460222355,2_D3_30
2.2735841779682455,0.07517556218974558,2_E3_30
2.365306306673531,0.10757073665563584,2_F3_30
2.7662099304580496,0.14401464319681453,2_G3_30
2.407929157982257,0.08153175688832744,2_D3_36
2.3778943020625634,0.06801748946961522,2_E3_36
2.6003652857607307,0.06605914629760958,2_F3_36
2.0749539277471425,0.10525335615948274,2_G3_36
2.039045973453982,0.37389237315243046,2_D3_38
2.309629735426816,0.4210504126314473,2_E3_38
2.106318636195875,0.26424825062833046,2_F3_38
2.345822185295731,0.2511722709827269,2_G3_38
0.6505064517227115,0.08184762207903691,1_C4_12
0.6379540877213233,0.07423308476405381,1_D4_12
0.6700723233560287,0.07470452327217196,1_E4_12
0.5401042435445637,0.05891842596476239,1_F4_12
0.5605352870802777,0.07195345451827251,1_G4_12
0.8199552070674564,0.125403119986892,1_C4_14
0.7182654262352819,0.08193065283616918,1_D4_14
0.8061192171863475,0.09538860484884536,1_E4_14
0.6764412408290243,0.05678808067045039,1_F4_14
0.6783233704736935,0.05822751158263166,1_G4_14
1.5067532258864544,0.12889259648594367,1_C4_20
1.3259284446254318,0.11199590841434019,1_D4_20
1.437682267463724,0.14412773962669945,1_E4_20
1.3748775783096445,0.10861898613121934,1_F4_20
1.3627882728065954,0.1321327540332121,1_G4_20
2.129311051242786,0.19797349949062207,1_C4_25
2.0452691984915288,0.2202828960829437,1_D4_25
2.044229830869904,0.16941041100170423,1_E4_25
2.067032575000118,0.20036868698717245,1_F4_25
2.1086203511203623,0.19458628283278506,1_G4_25
2.4487346423183975,0.08920280601659178,1_C4_30
2.3041241856833263,0.09178411489765906,1_D4_30
2.4711836904422224,0.09302105612761215,1_E4_30
2.329436419349949,0.08483400338726452,1_F4_30
2.4016003858356827,0.13587440808449883,1_G4_30
2.670104964653689,0.14150870220272332,1_C4_36
2.376229596174197,0.12062395005249019,1_D4_36
2.403455022116513,0.14733677040135765,1_E4_36
2.1200612543953183,0.1317897180844079,1_F4_36
2.5932272235737583,0.12159098890755617,1_G4_36
1.9208609106127612,0.10125865431239524,1_C4_38
1.9082990818485934,0.19063197534489454,1_D4_38
1.8228137501898543,0.18843087404141615,1_E4_38
2.557859622111029,0.275607126882231,1_F4_38
2.0950243135324356,0.1523704694003614,1_G4_38
0.579280647584973,0.05976312691257544,2_C4_12
0.5347156380294978,0.06299334475316826,2_D4_12
0.7184845162918837,0.12581079991564245,2_E4_12
0.5704574823241336,0.06401380455248241,2_F4_12
0.5666219246794959,0.06511821699686074,2_G4_12
0.7465123803570688,0.09852706368365094,2_C4_14
0.6282944246148057,0.05752895319531819,2_D4_14
0.9812610164754484,0.10571374022981529,2_E4_14
0.6646334865928606,0.07742449646906685,2_F4_14
0.7040792687355967,0.07163353900175756,2_G4_14
1.3613019770978194,0.12440153479961266,2_C4_20
1.247771842573216,0.11835169189111301,2_D4_20
1.8017216067798107,0.16487063415075845,2_E4_20
1.34064601330663,0.11217348111068727,2_F4_20
1.3591000580928934,0.1361309452551784,2_G4_20
2.1471060865725162,0.15029452962389772,2_C4_25
2.131715363002022,0.21510690077384018,2_D4_25
2.3741084441241678,0.18576064864232042,2_E4_25
2.038594190990236,0.20073692411630817,2_F4_25
2.1759668435573523,0.22079257844452896,2_G4_25
2.1709658692623743,0.05905946014387332,2_C4_30
2.384271978200732,0.09238906083239386,2_D4_30
2.6095716372453706,0.09753654702144333,2_E4_30
2.3076750049519577,0.1583640095010299,2_F4_30
2.441377477565383,0.14130330927554677,2_G4_30
2.2512007864289654,0.08594850699306489,2_C4_36
2.422378637712287,0.05580890668802445,2_D4_36
2.747563573464441,0.17903998410180363,2_E4_36
2.40577991130116,0.07676981582254384,2_F4_36
2.419073737328997,0.046853636700579876,2_G4_36
2.269698820635704,0.45180845980026685,2_C4_38
2.141135309662897,0.4346831610065934,2_D4_38
2.550382850603273,0.4428203281249045,2_E4_38
2.0122247575448498,0.5064206461414283,2_F4_38
2.0099074780556947,0.1867047534125365,2_G4_38
0.8215982844170949,0.11909914551202247,1_D5_12
0.579370522047551,0.06254976062994885,1_E5_12
0.6287915255596631,0.08086284685695506,1_F5_12
0.5267107749343252,0.07188503747173293,1_G5_12
1.0227058950097778,0.13977949474728807,1_D5_14
0.7326107823663168,0.0757836303543351,1_E5_14
0.8560636310310384,0.09772885186060257,1_F5_14
0.6191367762392364,0.0787272172021913,1_G5_14
1.8551868823432205,0.16438556678171118,1_D5_20
1.2998971108233366,0.14190680326555555,1_E5_20
1.5318595868992768,0.12901974368824182,1_F5_20
1.2549966155173056,0.1385173865283021,1_G5_20
2.308138540304829,0.13632473781827736,1_D5_25
2.073905082084175,0.23676916977206924,1_E5_25
2.3003165113699415,0.20244071168355574,1_F5_25
2.0084701027615126,0.22296030379247878,1_G5_25
2.3892721246743784,0.10592658977549876,1_D5_30
2.448880951577221,0.08516976464077511,1_E5_30
2.5300671856730808,0.06517113457513368,1_F5_30
2.4692339464587567,0.1287140022361963,1_G5_30
2.9775987846119825,0.16561944567117748,1_D5_36
2.255371190816756,0.11653603468971355,1_E5_36
2.40763093980534,0.16458932555494132,1_F5_36
2.334926986845605,0.08350851792272031,1_G5_36
2.2860749440585773,0.30849154361935105,1_D5_38
2.220942919430877,0.21784904552874892,1_E5_38
2.1024939973812695,0.3303543511512712,1_F5_38
2.258746444159063,0.2074617134089966,1_G5_38
0.6084834809249738,0.07444365873802418,2_C5_12
0.7468456467443167,0.12747318126674803,2_D5_12
0.5314064232466285,0.0585035351841567,2_E5_12
0.6249714848455944,0.08456954355277997,2_F5_12
0.6322460359864248,0.07706185381723446,2_G5_12
0.7257007985456964,0.08888273837715173,2_C5_14
1.0227132244285144,0.12268130566912838,2_D5_14
0.6415143277468506,0.05646786871775085,2_E5_14
0.7615155670733937,0.08385884899871285,2_F5_14
0.746071963747981,0.09420141889127669,2_G5_14
1.3615798095862082,0.12793970137968402,2_C5_20
1.810216757480478,0.2016047524992217,2_D5_20
1.1943453636167372,0.11706479228804542,2_E5_20
1.337725641903989,0.11905149973877253,2_F5_20
1.3281443026534951,0.12314051933037973,2_G5_20
1.9910007178010933,0.18606906978302246,2_C5_25
2.4643092297186806,0.18444475322163828,2_D5_25
2.1477337382497694,0.20322262737912744,2_E5_25
2.2867409617255725,0.21666719021184638,2_F5_25
2.1823265775196945,0.20689063579336867,2_G5_25
2.301443296609088,0.11030417140144716,2_C5_30
2.7772790518791592,0.16021945755246206,2_D5_30
2.371179166443735,0.13032935353863645,2_E5_30
2.435571829157574,0.11437062634674666,2_F5_30
2.4433527822528873,0.12683990332154982,2_G5_30
2.2892639608412075,0.07995605882330177,2_C5_36
2.4176022357469034,0.1272774723372151,2_D5_36
2.402850460505688,0.05675836774438171,2_E5_36
2.451711642077131,0.06127461936891147,2_F5_36
2.4429631964137237,0.05382547243528326,2_G5_36
2.02885006992359,0.43807794073266226,2_C5_38
2.0890036983732707,0.21186756932756068,2_D5_38
2.7953297727984183,0.7973912145961096,2_E5_38
1.915551850729487,0.43116015927386003,2_F5_38
1.6407015087046621,0.2645226620386476,2_G5_38
0.6074004122238836,0.06751605192350271,1_C6_12
0.7822292805689508,0.14788932237207242,1_D6_12
0.6069216547449683,0.06984762549921408,1_E6_12
0.6462481770572354,0.0866325751392126,1_F6_12
0.5955975559030214,0.06637876319167814,1_G6_12
0.7444390766346154,0.08979719157123903,1_C6_14
0.9505244840397798,0.11008626787729887,1_D6_14
0.7539612252647953,0.09526749768972902,1_E6_14
0.8506940377683831,0.10780936778498733,1_F6_14
0.6927415617389696,0.0805371966855489,1_G6_14
1.3771041537290813,0.13116745598558757,1_C6_20
1.8455656068504493,0.18149285308615123,1_D6_20
1.4443607579697126,0.13897488331208516,1_E6_20
1.5816588159973068,0.14581161537921386,1_F6_20
1.4372934822374361,0.14417014640355208,1_G6_20
2.1349843892675358,0.1985338974452371,1_C6_25
2.357227430147629,0.11584847336626755,1_D6_25
2.270548745712385,0.18179823993636596,1_E6_25
2.290188376385869,0.22124242247012316,1_F6_25
2.167964425918939,0.20836986044319106,1_G6_25
2.37245501696035,0.07857229176091725,1_C6_30
2.748957782311776,0.1310681166216738,1_D6_30
2.412274750416478,0.09903645711671238,1_E6_30
2.5918897824927134,0.05047220175744298,1_F6_30
2.4253352785822786,0.12067597165127032,1_G6_30
2.619518055745581,0.09902216313653146,1_C6_36
3.0117787652126347,0.1288836670835179,1_D6_36
2.386233742829727,0.10003417678684942,1_E6_36
2.4066962828590346,0.14948988209376227,1_F6_36
2.511217605485991,0.06590740599228664,1_G6_36
1.9998860395538802,0.14479025690377217,1_C6_38
2.0707754235475706,0.35481204256498444,1_D6_38
2.4326195894008174,0.7237607306161967,1_E6_38
2.2339013529678518,0.17343226313126558,1_F6_38
2.3007946293498227,0.3277759079835201,1_G6_38
0.532483786285677,0.07083377702093505,2_C6_12
0.5548904071108611,0.06338897390555634,2_D6_12
0.6317578901133386,0.09008934377513535,2_E6_12
0.5782158813261198,0.06368724169101307,2_F6_12
0.816451263698508,0.11582030995003063,2_G6_12
0.6421429852569005,0.07751314464544616,2_C6_14
0.6850193325084304,0.07732568739644796,2_D6_14
0.7979405839381106,0.11417797007868498,2_E6_14
0.7105413777198221,0.07997729328167175,2_F6_14
0.9516094753908191,0.11284549169503633,2_G6_14
1.2955109290226712,0.12780155796896095,2_C6_20
1.3116932757981241,0.11542065620536796,2_D6_20
1.304402157737461,0.12511520383738467,2_E6_20
1.3348611434654973,0.11654376062829801,2_F6_20
1.7920482800011057,0.15878083811091873,2_G6_20
2.2358225091253594,0.19058281175080974,2_C6_25
2.0881221206546083,0.21196619339269693,2_D6_25
2.1523181120889467,0.16807978308970284,2_E6_25
2.3323970997385546,0.20271190739738987,2_F6_25
2.544407104324233,0.15290994066282768,2_G6_25
2.3267038846071464,0.0903070690633842,2_C6_30
2.2634777845527947,0.113104606594023,2_D6_30
2.513308959551898,0.07309840400803239,2_E6_30
2.372079975871014,0.11723271688863222,2_F6_30
2.974775036492287,0.19633624795026566,2_G6_30
2.430686563153195,0.07131552507990732,2_C6_36
2.4299196526420688,0.10048300398924438,2_D6_36
2.4764808905659055,0.10802093313830116,2_E6_36
2.6367639139814365,0.06308413341551951,2_F6_36
3.1681171759932307,0.1142727603611547,2_G6_36
2.321052590096819,0.3421127940677407,2_C6_38
1.862682724990831,0.26889712972095886,2_D6_38
1.8290972657595468,0.20283130321671222,2_E6_38
2.5238159521317263,0.4123980265527674,2_F6_38
2.31061102257734,0.22851648425859747,2_G6_38
0.6213278904116004,0.06895302649959396,1_C7_12
0.6451257827811865,0.07774490416862323,1_D7_12
0.5583866699798137,0.07199718838000362,1_E7_12
0.7542701383721355,0.1201933835471211,1_F7_12
0.6535970193744896,0.06890557355939987,1_G7_12
0.7842255258710474,0.08367475499603061,1_C7_14
0.8860786698893788,0.11354525330421092,1_D7_14
0.6651567923243035,0.06463696704101701,1_E7_14
0.9242744072080405,0.11297653084867536,1_F7_14
0.8191579820853038,0.0928157959423823,1_G7_14
1.41579585907528,0.12247856891905227,1_C7_20
1.5330286481536781,0.1422530909333383,1_D7_20
1.3344272559149122,0.14053738434533683,1_E7_20
1.8097411864687947,0.1657124698181788,1_F7_20
1.6134988258898808,0.12196676854748219,1_G7_20
2.083149100811183,0.2201249889863496,1_C7_25
2.1723752908736476,0.20879763397854947,1_D7_25
2.106727923948164,0.22848737393758303,1_E7_25
2.3524949896285112,0.18134879258132483,1_F7_25
2.32024185806557,0.1960189053143852,1_G7_25
2.446496667529932,0.09912131317808875,1_C7_30
2.6216872666511164,0.050343885472225985,1_D7_30
2.3550622295512635,0.099173573930407,1_E7_30
2.416439718546469,0.08749938822505986,1_F7_30
2.60639326501919,0.08456788750886622,1_G7_30
2.3802859043013114,0.08504012035866072,1_C7_36
2.4698553457898904,0.14438436554900547,1_D7_36
2.3900749908997865,0.09509447540717851,1_E7_36
2.9683711556463885,0.16613087446500585,1_F7_36
2.4315661553964554,0.12128913064107803,1_G7_36
2.0725075856566813,0.31622030175105215,1_C7_38
2.2526509686897884,0.3206808027849605,1_D7_38
2.262569329941939,0.4312157492563444,1_E7_38
2.191252564650683,0.32040145557134403,1_F7_38
2.0896713794226076,0.4000484230776664,1_G7_38
0.5834558754186945,0.06137273060708831,2_C7_12
0.6299165593648385,0.08251507209445517,2_D7_12
0.7090179789093747,0.11780842569752191,2_E7_12
0.6099179960101796,0.06862003936241694,2_F7_12
0.5985438140491952,0.05809595170764938,2_G7_12
0.7921246533475279,0.1028431712906533,2_C7_14
0.6998117436586774,0.08060296280235214,2_D7_14
0.9963917777426343,0.10084589214170925,2_E7_14
0.7381701206263763,0.08540269502086523,2_F7_14
0.7339056209318149,0.06941979847318767,2_G7_14
1.4264072885886894,0.13047687609120925,2_C7_20
1.408628239723453,0.13063861431971716,2_D7_20
1.7804763323512762,0.14684515591347652,2_E7_20
1.3346409659231528,0.11185851298699845,2_F7_20
1.320079553140699,0.11728857668687608,2_G7_20
2.1563044316014826,0.19825748862031445,2_C7_25
2.120920777949118,0.2329526666583344,2_D7_25
2.5315845876253267,0.17365819908237018,2_E7_25
2.1847525405566985,0.26362665069930796,2_F7_25
2.175112570382135,0.22400954993656838,2_G7_25
2.5231272871052397,0.061732564838840424,2_C7_30
2.267455493545326,0.10303890952705523,2_D7_30
2.6843494024536443,0.08832194284279848,2_E7_30
2.3780104797568353,0.13089206490530947,2_F7_30
2.530316997780808,0.08817950432125478,2_G7_30
2.37945191942058,0.10086145085375443,2_C7_36
2.3738706680645225,0.0757272283684951,2_D7_36
2.6552859746366906,0.16488156619480693,2_E7_36
2.2992000509058643,0.06347779830788573,2_F7_36
2.378995578312975,0.07890453178627636,2_G7_36
2.3687708932194744,0.3560892095053484,2_C7_38
1.606044354008338,0.20985721700891716,2_D7_38
2.3048598826530413,0.3617126589765688,2_E7_38
2.4658939571654486,0.3614380847497822,2_F7_38
1.8955292369769046,0.173747225743527,2_G7_38
0.6348803982731531,0.06368030954693595,1_C8_12
0.7195633899056699,0.08228679435121722,1_D8_12
0.6489223700472523,0.07082653118091221,1_E8_12
0.5715263856190348,0.06937440218681595,1_F8_12
0.6459652558738198,0.07692707763754413,1_G8_12
0.7954847009914996,0.08328984119555934,1_C8_14
0.8964230376632402,0.13245344991769026,1_D8_14
0.8031684566484318,0.09868728880065222,1_E8_14
0.646690450463336,0.07392623448623964,1_F8_14
0.8244624599544594,0.1079727081797249,1_G8_14
1.3549856212421945,0.11560586409404752,1_C8_20
1.567118275374558,0.16552121545780035,1_D8_20
1.4067996466109018,0.13384766020325684,1_E8_20
1.3269662635509634,0.14073971157556078,1_F8_20
1.5834759205416977,0.14904786134322534,1_G8_20
2.1961469064794463,0.21675233003555183,1_C8_25
2.1916648327757677,0.19070365775077036,1_D8_25
2.2347777470780366,0.2296758462511507,1_E8_25
2.0744395113945475,0.23113813855383925,1_F8_25
2.2640985193604615,0.20473416911006942,1_G8_25
2.487640036677119,0.08159112674550686,1_C8_30
2.6676849679146906,0.09030814640338504,1_D8_30
2.387244609177672,0.08757199393268977,1_E8_30
2.3142928957299964,0.12957165830678952,1_F8_30
2.646310509241919,0.08362909160141725,1_G8_30
2.516660767422934,0.10751936446849414,1_C8_36
2.4967281340309118,0.11566490690993726,1_D8_36
2.5432665758466637,0.09848860495715199,1_E8_36
2.234484203939641,0.098680075741792,1_F8_36
2.5991776447385297,0.10401635459253396,1_G8_36
2.161634655687332,0.36209816414497753,1_C8_38
1.8762244187063457,0.2944293295014112,1_D8_38
2.7047978831887436,0.6179298776331104,1_E8_38
2.0147625558120397,0.34282796577195507,1_F8_38
2.266238224055269,0.3391717213669371,1_G8_38
0.7296901651043359,0.10372453654108116,2_C8_12
0.5209148579530608,0.07200846038596592,2_D8_12
0.7967253328924908,0.13193651125217148,2_E8_12
0.7776507636554039,0.12174784731785107,2_F8_12
0.7441288006387313,0.11936436408447654,2_G8_12
1.003210322328515,0.1239986914415293,2_C8_14
0.7067314808207913,0.08289875765821,2_D8_14
1.0124330773168464,0.13924829858187032,2_E8_14
0.9029791193697657,0.10776545837551472,2_F8_14
0.9614783203879266,0.12218411499344634,2_G8_14
1.8994259233601247,0.18568071355367802,2_C8_20
1.2945582236235416,0.11061760358210847,2_D8_20
1.8826888342169261,0.21476570955726929,2_E8_20
1.6483406765001523,0.10257892678618738,2_F8_20
1.713130109813936,0.1806062654086614,2_G8_20
2.3220069904615768,0.28391307417927825,2_C8_25
2.131752425985251,0.2219537500391154,2_D8_25
2.578640718660246,0.1773310900887614,2_E8_25
2.174194949686463,0.11238332594800583,2_F8_25
2.530451866798219,0.16323413862046973,2_G8_25
2.8738222105935813,0.09448410933511978,2_C8_30
2.3610019693829014,0.12785915632303405,2_D8_30
2.6329874932802104,0.16296466362219864,2_E8_30
2.6927302026962807,0.15031610952586316,2_F8_30
2.768821396781717,0.18801069696168224,2_G8_30
2.1393228780591604,0.194962970101693,2_C8_36
2.3182462968408806,0.08908637581603718,2_D8_36
2.98927393413243,0.12969140964663012,2_E8_36
2.3092662613257535,0.19004911140175412,2_F8_36
2.992546028547673,0.14803622648610268,2_G8_36
2.269236732489117,0.22152142879422618,2_C8_38
2.3670722744585193,0.36808620523442,2_D8_38
2.5090972181356586,0.3401824112813441,2_E8_38
2.3321567477126144,0.3290577719423808,2_F8_38
2.295504839818201,0.1890776856414105,2_G8_38
0.5470568263552389,0.055089256991334726,1_C9_12
0.5478641374719724,0.06359242560330436,1_D9_12
0.6382243171863194,0.07064489150223877,1_E9_12
0.5671791992346478,0.05515804402878652,1_F9_12
0.59740656068439,0.06464444930879366,1_G9_12
0.7457344015802323,0.0771017921714274,1_C9_14
0.7063501420243646,0.07223226857364211,1_D9_14
0.830782810379768,0.11163992001703293,1_E9_14
0.705584650894154,0.07130510043843889,1_F9_14
0.75888256172533,0.08255233435386629,1_G9_14
1.3444875686603135,0.13235977715308014,1_C9_20
1.3757089089435879,0.13018574061542484,1_D9_20
1.5152400666550114,0.15380575986215098,1_E9_20
1.5311721058952266,0.11385559334628827,1_F9_20
1.4305034364185742,0.12233136612756572,1_G9_20
2.0570182652037996,0.23926772678555192,1_C9_25
2.146676001786691,0.22475178489622688,1_D9_25
2.230501117863433,0.1899458717565432,1_E9_25
2.2617690330399944,0.2449405975786413,1_F9_25
2.170917999555277,0.2328042807705872,1_G9_25
2.4523247451829016,0.07728280114590019,1_C9_30
2.4777273409152136,0.08349752655336683,1_D9_30
2.5506525718117365,0.07977405049915912,1_E9_30
2.367786577859873,0.10303389185080666,1_F9_30
2.5639125752977354,0.0895023018275866,1_G9_30
2.302375926006781,0.1144982722859252,1_C9_36
2.305834035197448,0.0893257772307776,1_D9_36
2.4630835947716556,0.14532223404193834,1_E9_36
2.370003893506834,0.10533948767734962,1_F9_36
2.4851983135858213,0.06044444337400179,1_G9_36
2.1445808422636086,0.43197530789909167,1_C9_38
2.0916339321715887,0.38914931882083,1_D9_38
2.075656412938792,0.38750585540343285,1_E9_38
2.015380465776335,0.30499866675568693,1_F9_38
2.088529675894448,0.2581575295082371,1_G9_38
0.7679345585341913,0.11874594013180524,2_C9_12
0.7563723763244544,0.10646080820963169,2_D9_12
0.6224796983936599,0.06637346899990822,2_E9_12
0.6065723642296057,0.07963022567134141,2_G9_12
0.9863247104717527,0.12486441377018781,2_C9_14
0.9585927182467858,0.11731072987858444,2_D9_14
0.7726253427589143,0.0902120494722058,2_E9_14
0.7263188479861116,0.09051390646714243,2_G9_14
1.7892467286365676,0.1587741467038866,2_C9_20
1.7718582616726397,0.12573118903042513,2_D9_20
1.3404510001949108,0.11002680701737955,2_E9_20
1.331794586748547,0.12584971171950168,2_G9_20
2.5307225754292073,0.18105880064386182,2_C9_25
2.346010355858803,0.18197627892665386,2_D9_25
2.2443614538770778,0.2053222466951283,2_E9_25
2.087170361338699,0.19768633179872716,2_G9_25
2.653270946739684,0.07840656024790696,2_C9_30
2.71721192715611,0.08268650421148405,2_D9_30
2.4235100267649754,0.09124003741447852,2_E9_30
2.534609775493802,0.135431319518559,2_G9_30
3.1784729006541967,0.15627466219620617,2_C9_36
3.3053605199617286,0.18766242142507764,2_D9_36
2.5346641397278153,0.10032500237994302,2_E9_36
2.3989293507963927,0.06589169732032998,2_G9_36
2.3391730870192946,0.19939276623475355,2_C9_38
2.8602779901268,0.35665706475193304,2_D9_38
2.0547511788260913,0.23922735301272655,2_E9_38
1.611723234868797,0.1253984509288894,2_G9_38
0.5894190258436162,0.061268278347139674,1_C10_12
0.8245819683710888,0.11208431123305895,1_D10_12
0.6400624621158006,0.06731798128626183,1_E10_12
0.5938417035414553,0.06881180532903816,1_F10_12
0.5991373960791554,0.06946947574176661,1_G10_12
0.7190426830242795,0.07090462741470532,1_C10_14
0.9640732854655644,0.1122734894255222,1_D10_14
0.82281378631156,0.08658677006791632,1_E10_14
0.797360794505793,0.08412952427908889,1_F10_14
0.7270300050785473,0.08904050617149128,1_G10_14
1.3467716261102811,0.10879001719118304,1_C10_20
1.9097833561116155,0.20632643357027028,1_D10_20
1.4606724288767312,0.1546247290584266,1_E10_20
1.4347437931747626,0.16058076386003275,1_F10_20
1.3553602538081893,0.14208498505049055,1_G10_20
2.0411481580938182,0.19881393471353712,1_C10_25
2.5418701858357577,0.1671260042638315,1_D10_25
2.2377946836572282,0.20756753257521035,1_E10_25
2.1081007985515177,0.22791658104204496,1_F10_25
2.118508677320761,0.2052987023297778,1_G10_25
2.5567603986995704,0.1351721579822987,1_C10_30
2.860375245805682,0.1797608819218329,1_D10_30
2.4528744041244543,0.12127598907680276,1_E10_30
2.4291206540485066,0.10450725432251921,1_F10_30
2.554106796880736,0.1250702447699581,1_G10_30
2.6037524766445532,0.09494399236503177,1_C10_36
3.2722398340060233,0.12708938327218822,1_D10_36
